Date,LOCAL Time,Temperature (degrees Celsius),Humidity (%),kW Power (kW),kWh Power (kWh)
15/2/15,17:45,26.7,63,243.456,60.864
15/2/15,18:00,26.2,68,242.94,60.735
15/2/15,18:15,25.6,73,243.048,60.762
15/2/15,18:30,25.5,74,251.116,62.779
15/2/15,18:45,25.2,77,258.576,64.644
15/2/15,19:00,25,77,262.844,65.711
15/2/15,19:15,24.9,,256.484,64.121
15/2/15,19:30,24.8,75,261.424,65.356
15/2/15,19:45,24.7,74,268.468,67.117
15/2/15,20:00,24.7,75,269.328,67.332
15/2/15,20:15,24.7,,256.164,64.041
15/2/15,20:30,24.6,75,245.692,61.423
15/2/15,20:45,24.5,76,248.084,62.021
15/2/15,21:00,24.4,77,240.928,60.232
15/2/15,21:15,24.3,78,235.932,58.983
15/2/15,21:30,24.2,75,229.932,57.483
15/2/15,21:45,24.1,72,226.68,56.67
15/2/15,22:00,24,72,229.052,57.263
15/2/15,22:15,23.9,72,218.684,54.671
15/2/15,22:30,23.8,72,211.412,52.853
15/2/15,22:45,23.7,,204.592,51.148
15/2/15,23:00,23.6,75,201.704,50.426
15/2/15,23:15,23.6,74,212.012,53.003
15/2/15,23:30,23.6,79,213.892,53.473
15/2/15,23:45,23.5,,220.384,55.096
16/2/15,0:00,23.4,78,215.58,53.895
16/2/15,0:15,23.3,77,214.572,53.643
16/2/15,0:30,23.2,77,217.768,54.442
16/2/15,0:45,23.2,75,216.552,54.138
16/2/15,1:00,23.1,76,211.836,52.959
16/2/15,1:15,23,77,200.304,50.076
16/2/15,1:30,22.9,78,204.592,51.148
16/2/15,1:45,22.8,80,210.548,52.637
16/2/15,2:00,22.7,80,214.944,53.736
16/2/15,2:15,22.7,80,211.264,52.816
16/2/15,2:30,22.7,79,209.804,52.451
16/2/15,2:45,22.7,,209.228,52.307
16/2/15,3:00,22.7,79,202.92,50.73
16/2/15,3:15,22.6,,209.128,52.282
16/2/15,3:30,22.5,79,207.82,51.955
16/2/15,3:45,22.4,80,215.776,53.944
16/2/15,4:00,22.4,81,210.368,52.592
16/2/15,4:15,22.3,,201.568,50.392
16/2/15,4:30,22.3,82,199.62,49.905
16/2/15,4:45,22.2,83,199.196,49.799
16/2/15,5:00,22.2,83,207.072,51.768
16/2/15,5:15,22.2,,213.904,53.476
16/2/15,5:30,22.3,83,357.788,89.447
16/2/15,5:45,22.4,,417.276,104.319
16/2/15,6:00,22.5,82,454.552,113.638
16/2/15,6:15,22.6,82,506.032,126.508
16/2/15,6:30,22.6,82,822.432,205.608
16/2/15,6:45,22.6,82,1101.288,275.322
16/2/15,7:00,22.8,81,1247.44,311.86
16/2/15,7:15,23.1,79,1036.004,259.001
16/2/15,7:30,23.5,77,965.684,241.421
16/2/15,7:45,23.8,,961.48,240.37
16/2/15,8:00,24.2,73,950.644,237.661
16/2/15,8:15,24.7,64,955.112,238.778
16/2/15,8:30,24.8,63,981.488,245.372
16/2/15,8:45,25.1,,1026.672,256.668
16/2/15,9:00,25.6,59,1041.244,260.311
16/2/15,9:15,25.9,57,1046.692,261.673
16/2/15,9:30,25.8,56,1074.544,268.636
16/2/15,9:45,26.3,,1073.836,268.459
16/2/15,10:00,26.6,54,1052.788,263.197
16/2/15,10:15,26.6,55,1063.98,265.995
16/2/15,10:30,26.8,54,1104.672,276.168
16/2/15,10:45,26.9,56,1149.52,287.38
16/2/15,11:00,26.8,58,1161.02,290.255
16/2/15,11:15,26.9,,1111.916,277.979
16/2/15,11:30,26.6,60,1110.504,277.626
16/2/15,11:45,26.3,,1128.396,282.099
16/2/15,12:00,26.2,59,1072.388,268.097
16/2/15,12:15,26.1,,1052.848,263.212
16/2/15,12:30,26.9,56,1040.32,260.08
16/2/15,12:45,26.9,56,1052.848,263.212
16/2/15,13:00,27.2,55,1049.896,262.474
16/2/15,13:15,27,,1031.664,257.916
16/2/15,13:30,27,54,1019.484,254.871
16/2/15,13:45,27.3,54,1011.216,252.804
16/2/15,14:00,26.9,56,1042.784,260.696
16/2/15,14:15,27.5,55,1055.764,263.941
16/2/15,14:30,27.3,55,1091.44,272.86
16/2/15,14:45,27.3,,1103.772,275.943
16/2/15,15:00,26.5,61,1109.832,277.458
16/2/15,15:15,25.9,64,1057.488,264.372
16/2/15,15:30,26,63,1086.444,271.611
16/2/15,15:45,26.1,61,1097.364,274.341
16/2/15,16:00,26.3,62,1091.232,272.808
16/2/15,16:15,25.9,62,1131.28,282.82
16/2/15,16:30,26,59,1075.864,268.966
16/2/15,16:45,25.9,,1027.68,256.92
16/2/15,17:00,25.6,63,1001.224,250.306
16/2/15,17:15,25.6,59,981.596,245.399
16/2/15,17:30,25.6,61,940.232,235.058
16/2/15,17:45,25.6,,886.652,221.663
16/2/15,18:00,25.5,61,492.964,123.241
16/2/15,18:15,25.2,60,361.944,90.486
16/2/15,18:30,24.9,65,329,82.25
16/2/15,18:45,24.8,65,311.376,77.844
16/2/15,19:00,24.7,65,317.468,79.367
16/2/15,19:15,24.6,66,285.5,71.375
16/2/15,19:30,24.4,67,273.844,68.461
16/2/15,19:45,24.2,70,269.932,67.483
16/2/15,20:00,24.1,72,270.064,67.516
16/2/15,20:15,24.1,,268.18,67.045
16/2/15,20:30,24,74,267.74,66.935
16/2/15,20:45,24,,261.448,65.362
16/2/15,21:00,23.9,75,265.992,66.498
16/2/15,21:15,23.9,,255.948,63.987
16/2/15,21:30,23.8,77,249.308,62.327
16/2/15,21:45,23.8,78,248.196,62.049
16/2/15,22:00,23.7,78,237.116,59.279
16/2/15,22:15,23.6,,233.384,58.346
16/2/15,22:30,23.6,79,234.224,58.556
16/2/15,22:45,23.5,79,226.38,56.595
16/2/15,23:00,23.5,80,233.56,58.39
16/2/15,23:15,23.3,81,235.192,58.798
16/2/15,23:30,23.2,,229.14,57.285
16/2/15,23:45,23.1,,241.676,60.419
17/2/15,0:00,23.1,81,232.576,58.144
17/2/15,0:15,23,81,219.88,54.97
17/2/15,0:30,23,81,221.48,55.37
17/2/15,0:45,23,,231.1,57.775
17/2/15,1:00,22.9,82,225.48,56.37
17/2/15,1:15,22.9,82,216.436,54.109
17/2/15,1:30,22.8,83,220.18,55.045
17/2/15,1:45,22.7,,214.212,53.553
17/2/15,2:00,22.7,83,213.956,53.489
17/2/15,2:15,22.6,82,211.128,52.782
17/2/15,2:30,22.6,81,209.68,52.42
17/2/15,2:45,22.6,,209.104,52.276
17/2/15,3:00,22.5,80,211.192,52.798
17/2/15,3:15,22.4,80,201.276,50.319
17/2/15,3:30,22.4,81,202.544,50.636
17/2/15,3:45,22.3,81,212.148,53.037
17/2/15,4:00,22.3,81,202.688,50.672
17/2/15,4:15,22.2,,203.188,50.797
17/2/15,4:30,22.2,82,201.74,50.435
17/2/15,4:45,22.1,83,200.532,50.133
17/2/15,5:00,22.1,83,204.256,51.064
17/2/15,5:15,22,,212.38,53.095
17/2/15,5:30,22,84,212.024,53.006
17/2/15,5:45,22,,215.536,53.884
17/2/15,6:00,22,84,226.636,56.659
17/2/15,6:15,22.1,,238.028,59.507
17/2/15,6:30,22.1,82,252.248,63.062
17/2/15,6:45,22.2,82,278.332,69.583
17/2/15,7:00,22.4,81,373.344,93.336
17/2/15,7:15,22.7,,461.468,115.367
17/2/15,7:30,23,78,613.136,153.284
17/2/15,7:45,23.4,76,611.924,152.981
17/2/15,8:00,24.1,72,913.68,228.42
17/2/15,8:15,24.7,67,1278.176,319.544
17/2/15,8:30,25.2,61,1441.256,360.314
17/2/15,8:45,25.7,,1262.6,315.65
17/2/15,9:00,25.8,58,1174.24,293.56
17/2/15,9:15,25.5,,1112.02,278.005
17/2/15,9:30,25.7,59,1084.208,271.052
17/2/15,9:45,25.7,,1051.496,262.874
17/2/15,10:00,25.9,56,1037.408,259.352
17/2/15,10:15,26.2,55,1025.312,256.328
17/2/15,10:30,26.3,54,1041.412,260.353
17/2/15,10:45,26.2,,1027.392,256.848
17/2/15,11:00,26.4,54,1062.704,265.676
17/2/15,11:15,26.4,55,1092.444,273.111
17/2/15,11:30,26.6,53,1035.832,258.958
17/2/15,11:45,26.7,,1021.556,255.389
17/2/15,12:00,26.9,49,1003.572,250.893
17/2/15,12:15,27.1,,976.272,244.068
17/2/15,12:30,27.1,41,957.592,239.398
17/2/15,12:45,27.2,49,956.112,239.028
17/2/15,13:00,27.1,50,969.908,242.477
17/2/15,13:15,27,,974.396,243.599
17/2/15,13:30,27,49,959.144,239.786
17/2/15,13:45,26.9,,958.2,239.55
17/2/15,14:00,26.6,51,1007.324,251.831
17/2/15,14:15,26.2,,1016.108,254.027
17/2/15,14:30,26.3,54,976.052,244.013
17/2/15,14:45,26.3,,995.628,248.907
17/2/15,15:00,26.4,56,1040.352,260.088
17/2/15,15:15,26.2,,1065.312,266.328
17/2/15,15:30,26.1,58,1047.732,261.933
17/2/15,15:45,26,,1033.52,258.38
17/2/15,16:00,26.1,59,1047.356,261.839
17/2/15,16:15,25.9,,1058.852,264.713
17/2/15,16:30,26,61,1039.976,259.994
17/2/15,16:45,25.8,63,1022.892,255.723
17/2/15,17:00,25.9,62,903.44,225.86
17/2/15,17:15,26,62,927.288,231.822
17/2/15,17:30,25.8,61,974.496,243.624
17/2/15,17:45,25.6,,889.888,222.472
17/2/15,18:00,25.5,64,618.328,154.582
17/2/15,18:15,25.3,,375.508,93.877
17/2/15,18:30,25.2,64,345.176,86.294
17/2/15,18:45,25,,328.592,82.148
17/2/15,19:00,24.8,70,301.668,75.417
17/2/15,19:15,24.5,74,296.7,74.175
17/2/15,19:30,24.3,76,277.676,69.419
17/2/15,19:45,24.2,,283.104,70.776
17/2/15,20:00,24.2,76,267.728,66.932
17/2/15,20:15,24.1,,263.872,65.968
17/2/15,20:30,24.1,76,252.56,63.14
17/2/15,20:45,24,,253.928,63.482
17/2/15,21:00,24,76,247.248,61.812
17/2/15,21:15,24,,249.52,62.38
17/2/15,21:30,23.9,78,250.064,62.516
17/2/15,21:45,23.9,79,250.276,62.569
17/2/15,22:00,23.8,80,245.152,61.288
17/2/15,22:15,23.7,,248.688,62.172
17/2/15,22:30,23.7,79,246.496,61.624
17/2/15,22:45,23.6,,238.14,59.535
17/2/15,23:00,23.6,80,236.424,59.106
17/2/15,23:15,23.6,,230.04,57.51
17/2/15,23:30,23.5,81,231.796,57.949
17/2/15,23:45,23.4,,229.3,57.325
18/2/15,0:00,23.3,80,224.396,56.099
18/2/15,0:15,23.2,,230.872,57.718
18/2/15,0:30,23.3,77,218.172,54.543
18/2/15,0:45,23.2,,219.2,54.8
18/2/15,1:00,23.3,77,212.316,53.079
18/2/15,1:15,23.2,,211.26,52.815
18/2/15,1:30,23.2,77,207.6,51.9
18/2/15,1:45,23.2,76,205.144,51.286
18/2/15,2:00,23.1,76,204.272,51.068
18/2/15,2:15,23.1,,201.524,50.381
18/2/15,2:30,23.1,75,202.944,50.736
18/2/15,2:45,23.1,,205.716,51.429
18/2/15,3:00,23,76,205.88,51.47
18/2/15,3:15,22.9,75,208.552,52.138
18/2/15,3:30,22.9,74,207.532,51.883
18/2/15,3:45,22.9,,205.064,51.266
18/2/15,4:00,22.8,76,209.508,52.377
18/2/15,4:15,22.7,,213.86,53.465
18/2/15,4:30,22.7,77,209.26,52.315
18/2/15,4:45,22.6,,199.896,49.974
18/2/15,5:00,22.5,79,205.544,51.386
18/2/15,5:15,22.4,,208.98,52.245
18/2/15,5:30,22.4,81,210.756,52.689
18/2/15,5:45,22.4,,212.844,53.211
18/2/15,6:00,22.3,81,215.268,53.817
18/2/15,6:15,22.3,,224.004,56.001
18/2/15,6:30,22.4,82,232.256,58.064
18/2/15,6:45,22.4,,267.896,66.974
18/2/15,7:00,22.6,81,379.552,94.888
18/2/15,7:15,22.7,,464.132,116.033
18/2/15,7:30,22.7,80,581.868,145.467
18/2/15,7:45,22.9,,664.532,166.133
18/2/15,8:00,24.2,73,966.56,241.64
18/2/15,8:15,25,,1256.088,314.022
18/2/15,8:30,25.4,62,1311.496,327.874
18/2/15,8:45,26.1,,1124.012,281.003
18/2/15,9:00,26.3,58,1205.796,301.449
18/2/15,9:15,26.2,,1117.912,279.478
18/2/15,9:30,26.2,60,1062.148,265.537
18/2/15,9:45,26.3,,1046.94,261.735
18/2/15,10:00,26.3,59,1020.488,255.122
18/2/15,10:15,26.5,,1039.396,259.849
18/2/15,10:30,26.5,60,1033.38,258.345
18/2/15,10:45,26.5,,1055.96,263.99
18/2/15,11:00,26.6,57,1033.012,258.253
18/2/15,11:15,27.1,,1012.812,253.203
18/2/15,11:30,26.9,55,1089.056,272.264
18/2/15,11:45,27.1,,1067.9,266.975
18/2/15,12:00,27.1,56,1028.004,257.001
18/2/15,12:15,26.9,,989.896,247.474
18/2/15,12:30,27,52,952.036,238.009
18/2/15,12:45,26.9,,951.956,237.989
18/2/15,13:00,26.8,56,951.916,237.979
18/2/15,13:15,26.5,,962.996,240.749
18/2/15,13:30,26.5,56,956.368,239.092
18/2/15,13:45,26.7,,961.152,240.288
18/2/15,14:00,26.7,54,971.016,242.754
18/2/15,14:15,26.5,,980.08,245.02
18/2/15,14:30,26.5,59,992.82,248.205
18/2/15,14:45,26.6,,1012.256,253.064
18/2/15,15:00,26.5,62,1029.896,257.474
18/2/15,15:15,26.2,,1006.368,251.592
18/2/15,15:30,26.2,64,1050.492,262.623
18/2/15,15:45,26.1,,1041.8,260.45
18/2/15,16:00,26.3,63,1045.916,261.479
18/2/15,16:15,26.2,58,1033.736,258.434
18/2/15,16:30,26.1,59,997.632,249.408
18/2/15,16:45,25.9,,985.576,246.394
18/2/15,17:00,25.9,61,981.064,245.266
18/2/15,17:15,25.8,,950.672,237.668
18/2/15,17:30,25.5,65,968.584,242.146
18/2/15,17:45,25.5,,877.228,219.307
18/2/15,18:00,25.6,62,535.82,133.955
18/2/15,18:15,25.4,,365.444,91.361
18/2/15,18:30,25.2,64,326.052,81.513
18/2/15,18:45,25,,305.932,76.483
18/2/15,19:00,24.8,69,283.296,70.824
18/2/15,19:15,24.6,,274.316,68.579
18/2/15,19:30,24.5,73,268.096,67.024
18/2/15,19:45,24.4,74,259.56,64.89
18/2/15,20:00,24.3,75,186.756,46.689
18/2/15,20:15,24.2,,176.568,44.142
18/2/15,20:30,24.2,72,182.724,45.681
18/2/15,20:45,24.3,,177.636,44.409
18/2/15,21:00,24.2,70,164.336,41.084
18/2/15,21:15,24.2,,160.756,40.189
18/2/15,21:30,24.2,72,153.3,38.325
18/2/15,21:45,24.2,,156.388,39.097
18/2/15,22:00,24.1,71,160.952,40.238
18/2/15,22:15,24.1,,158.5,39.625
18/2/15,22:30,24.1,72,148.108,37.027
18/2/15,22:45,24,,136.944,34.236
18/2/15,23:00,24,75,141.976,35.494
18/2/15,23:15,23.9,,142.904,35.726
18/2/15,23:30,23.8,74,142.152,35.538
18/2/15,23:45,23.8,,131.784,32.946
19/2/15,0:00,23.8,74,124.28,31.07
19/2/15,0:15,23.7,,130.02,32.505
19/2/15,0:30,23.7,76,128.108,32.027
19/2/15,0:45,23.7,,133.904,33.476
19/2/15,1:00,23.6,77,129.936,32.484
19/2/15,1:15,23.5,,133.612,33.403
19/2/15,1:30,23.3,80,134.96,33.74
19/2/15,1:45,23.1,,131.556,32.889
19/2/15,2:00,23,82,130.208,32.552
19/2/15,2:15,22.9,,129.164,32.291
19/2/15,2:30,22.9,82,125.604,31.401
19/2/15,2:45,22.9,,126.488,31.622
19/2/15,3:00,23,81,126.96,31.74
19/2/15,3:15,22.8,,124.924,31.231
19/2/15,3:30,22.8,80,131.472,32.868
19/2/15,3:45,22.6,,130.508,32.627
19/2/15,4:00,22.6,86,124.936,31.234
19/2/15,4:15,22.3,,119.812,29.953
19/2/15,4:30,22.5,88,114.672,28.668
19/2/15,4:45,22.4,,122.64,30.66
19/2/15,5:00,22.3,89,127.736,31.934
19/2/15,5:15,22.3,,123.388,30.847
19/2/15,5:30,22.3,89,127.7,31.925
19/2/15,5:45,22.3,,135.172,33.793
19/2/15,6:00,22.3,89,152.612,38.153
19/2/15,6:15,22.4,,155.272,38.818
19/2/15,6:30,22.5,87,162.332,40.583
19/2/15,6:45,22.6,,195.612,48.903
19/2/15,7:00,22.7,86,382.176,95.544
19/2/15,7:15,22.8,,480.052,120.013
19/2/15,7:30,22.9,87,606.796,151.699
19/2/15,7:45,22.6,,738.096,184.524
19/2/15,8:00,22.4,92,960.568,240.142
19/2/15,8:15,22.7,,1177.88,294.47
19/2/15,8:30,22.9,87,1305.028,326.257
19/2/15,8:45,22.7,,1130.832,282.708
19/2/15,9:00,23.3,83,964.4,241.1
19/2/15,9:15,23.9,,947.228,236.807
19/2/15,9:30,24.2,78,974.84,243.71
19/2/15,9:45,23.9,,975.944,243.986
19/2/15,10:00,24.2,75,953.812,238.453
19/2/15,10:15,24.2,,939.848,234.962
19/2/15,10:30,25,67,935.396,233.849
19/2/15,10:45,26.1,,973.46,243.365
19/2/15,11:00,25.4,66,1024.044,256.011
19/2/15,11:15,25.6,,1005.412,251.353
19/2/15,11:30,26.2,60,983.788,245.947
19/2/15,11:45,26.3,,986.608,246.652
19/2/15,12:00,26.8,60,985.06,246.265
19/2/15,12:15,26.9,,981.304,245.326
19/2/15,12:30,26.4,61,995.94,248.985
19/2/15,12:45,26.8,,977.2,244.3
19/2/15,13:00,26.8,61,970.16,242.54
19/2/15,13:15,27.1,,958.472,239.618
19/2/15,13:30,27,59,973.644,243.411
19/2/15,13:45,26.9,,984.6,246.15
19/2/15,14:00,26.9,60,997.296,249.324
19/2/15,14:15,26.6,,1004.956,251.239
19/2/15,14:30,27,60,1003.148,250.787
19/2/15,14:45,26.4,,995.192,248.798
19/2/15,15:00,26,65,989.088,247.272
19/2/15,15:15,26,,966.052,241.513
19/2/15,15:30,26.7,63,975.976,243.994
19/2/15,15:45,26.9,,1021.16,255.29
19/2/15,16:00,26.2,63,1025.292,256.323
19/2/15,16:15,26.2,,989.5,247.375
19/2/15,16:30,25.9,59,939.476,234.869
19/2/15,16:45,26.3,,949.48,237.37
19/2/15,17:00,26.2,60,930.868,232.717
19/2/15,17:15,25.9,,899.688,224.922
19/2/15,17:30,25.5,64,894.52,223.63
19/2/15,17:45,25.3,,863.004,215.751
19/2/15,18:00,25.2,66,494.912,123.728
19/2/15,18:15,25.2,,333.8,83.45
19/2/15,18:30,25.1,68,314.068,78.517
19/2/15,18:45,25.1,,308.108,77.027
19/2/15,19:00,25,71,293.196,73.299
19/2/15,19:15,24.9,,290.092,72.523
19/2/15,19:30,24.7,75,290.072,72.518
19/2/15,19:45,24.4,,289.96,72.49
19/2/15,20:00,24.4,77,200.74,50.185
19/2/15,20:15,24.3,,185.108,46.277
19/2/15,20:30,24.2,77,183.148,45.787
19/2/15,20:45,24.1,,194.012,48.503
19/2/15,21:00,24,79,183.824,45.956
19/2/15,21:15,23.9,,172.652,43.163
19/2/15,21:30,23.9,81,171.056,42.764
19/2/15,21:45,23.8,,162.772,40.693
19/2/15,22:00,23.8,80,160.232,40.058
19/2/15,22:15,23.9,,147.032,36.758
19/2/15,22:30,23.9,,137.704,34.426
19/2/15,22:45,24,,139.556,34.889
19/2/15,23:00,23.9,80,144.716,36.179
19/2/15,23:15,23.9,,141.704,35.426
19/2/15,23:30,23.8,81,145.016,36.254
19/2/15,23:45,23.8,,152.708,38.177
20/2/15,0:00,23.8,83,151.548,37.887
20/2/15,0:15,23.7,,149.596,37.399
20/2/15,0:30,23.6,83,149.248,37.312
20/2/15,0:45,23.5,,150.292,37.573
20/2/15,1:00,23.4,85,153.436,38.359
20/2/15,1:15,23.3,,152.636,38.159
20/2/15,1:30,23.2,85,157.124,39.281
20/2/15,1:45,23,,159.216,39.804
20/2/15,2:00,23,84,149.056,37.264
20/2/15,2:15,23,,143.884,35.971
20/2/15,2:30,22.9,85,144.132,36.033
20/2/15,2:45,22.8,,129.976,32.494
20/2/15,3:00,22.7,86,124.092,31.023
20/2/15,3:15,22.7,,123.112,30.778
20/2/15,3:30,22.7,86,121.604,30.401
20/2/15,3:45,22.6,,121.976,30.494
20/2/15,4:00,22.5,86,126.98,31.745
20/2/15,4:15,22.5,,124.824,31.206
20/2/15,4:30,22.5,87,126.012,31.503
20/2/15,4:45,22.5,,123.616,30.904
20/2/15,5:00,22.4,87,127.316,31.829
20/2/15,5:15,22.3,,124.476,31.119
20/2/15,5:30,22.3,87,123.628,30.907
20/2/15,5:45,22.3,,126.1,31.525
20/2/15,6:00,22,88,136.596,34.149
20/2/15,6:15,21.8,,148.492,37.123
20/2/15,6:30,21.7,90,162.344,40.586
20/2/15,6:45,21.7,,201.808,50.452
20/2/15,7:00,21.8,91,408.836,102.209
20/2/15,7:15,21.9,,480.376,120.094
20/2/15,7:30,22,90,603.928,150.982
20/2/15,7:45,22.2,,773.988,193.497
20/2/15,8:00,22.3,89,944.192,236.048
20/2/15,8:15,22.6,,1134.608,283.652
20/2/15,8:30,23.1,86,1274.496,318.624
20/2/15,8:45,23.7,,1086.136,271.534
20/2/15,9:00,24,81,946.78,236.695
20/2/15,9:15,24.5,,957.5,239.375
20/2/15,9:30,24.6,79,959.576,239.894
20/2/15,9:45,24.7,,962.604,240.651
20/2/15,10:00,25.4,74,950.488,237.622
20/2/15,10:15,26,,968.552,242.138
20/2/15,10:30,25.4,69,955.088,238.772
20/2/15,10:45,25.8,,932.672,233.168
20/2/15,11:00,25.8,70,946.896,236.724
20/2/15,11:15,25.9,,940.48,235.12
20/2/15,11:30,25.9,64,905.396,226.349
20/2/15,11:45,26,,963.56,240.89
20/2/15,12:00,25.7,66,952.576,238.144
20/2/15,12:15,26,,941.588,235.397
20/2/15,12:30,26.5,63,947.856,236.964
20/2/15,12:45,26.2,,889.404,222.351
20/2/15,13:00,25.9,63,996.068,249.017
20/2/15,13:15,26.1,,966.856,241.714
20/2/15,13:30,26,64,950.084,237.521
20/2/15,13:45,25.6,,949.016,237.254
20/2/15,14:00,25.6,67,961.008,240.252
20/2/15,14:15,25.6,,892.7,223.175
20/2/15,14:30,25.8,69,980.592,245.148
20/2/15,14:45,25.8,,902.58,225.645
20/2/15,15:00,25.8,69,973.552,243.388
20/2/15,15:15,25.7,,951.372,237.843
20/2/15,15:30,25.7,72,936.376,234.094
20/2/15,15:45,25.5,,1010.852,252.713
20/2/15,16:00,25.7,,960.572,240.143
20/2/15,16:15,25.7,,1008.6,252.15
20/2/15,16:30,25.7,73,900.624,225.156
20/2/15,16:45,25.5,,1023.808,255.952
20/2/15,17:00,25.4,78,880.824,220.206
20/2/15,17:15,25.2,,765.14,191.285
20/2/15,17:30,24.8,81,912.54,228.135
20/2/15,17:45,24.7,,777.728,194.432
20/2/15,18:00,24.8,83,471.156,117.789
20/2/15,18:15,24.7,,362.028,90.507
20/2/15,18:30,24.6,85,351.16,87.79
20/2/15,18:45,24.5,,326.352,81.588
20/2/15,19:00,24.3,84,321.396,80.349
20/2/15,19:15,24.1,,315.224,78.806
20/2/15,19:30,24.1,87,315.344,78.836
20/2/15,19:45,24.1,,306.764,76.691
20/2/15,20:00,23.9,87,234.812,58.703
20/2/15,20:15,23.6,,222.38,55.595
20/2/15,20:30,23.5,88,209.412,52.353
20/2/15,20:45,23.3,,221.236,55.309
20/2/15,21:00,23.3,89,203.748,50.937
20/2/15,21:15,23.4,,197.348,49.337
20/2/15,21:30,23.3,89,191.76,47.94
20/2/15,21:45,23.3,,190.536,47.634
20/2/15,22:00,23.4,88,186.928,46.732
20/2/15,22:15,23.4,,202.276,50.569
20/2/15,22:30,23.1,92,195.672,48.918
20/2/15,22:45,22.7,,181.996,45.499
20/2/15,23:00,22.6,92,176.592,44.148
20/2/15,23:15,22.2,,175.656,43.914
20/2/15,23:30,21.6,95,169.832,42.458
20/2/15,23:45,21,,157.824,39.456
21/2/15,0:00,20.8,95,142.856,35.714
21/2/15,0:15,21,,130.344,32.586
21/2/15,0:30,21.2,95,132.576,33.144
21/2/15,0:45,21.3,,121.832,30.458
21/2/15,1:00,21.3,95,124.676,31.169
21/2/15,1:15,21.3,95,134.62,33.655
21/2/15,1:30,21.3,94,143.376,35.844
21/2/15,1:45,20.8,,134.156,33.539
21/2/15,2:00,20.6,95,130.872,32.718
21/2/15,2:15,20.6,94,133.04,33.26
21/2/15,2:30,20.6,93,127.764,31.941
21/2/15,2:45,20.6,,120.416,30.104
21/2/15,3:00,20.6,94,117.92,29.48
21/2/15,3:15,20.6,,123.868,30.967
21/2/15,3:30,20.7,93,131.772,32.943
21/2/15,3:45,20.7,,131.344,32.836
21/2/15,4:00,20.7,,125.44,31.36
21/2/15,4:15,20.7,,122.096,30.524
21/2/15,4:30,20.8,,117.312,29.328
21/2/15,4:45,20.9,,122.636,30.659
21/2/15,5:00,21,92,123.456,30.864
21/2/15,5:15,21.1,,126.724,31.681
21/2/15,5:30,21.1,91,130.756,32.689
21/2/15,5:45,21,,123.824,30.956
21/2/15,6:00,21.3,91,127.392,31.848
21/2/15,6:15,21.3,,130.28,32.57
21/2/15,6:30,21.3,,130.584,32.646
21/2/15,6:45,21.3,,132.204,33.051
21/2/15,7:00,21.4,92,137.884,34.471
21/2/15,7:15,21.5,,142.54,35.635
21/2/15,7:30,21.6,93,144.2,36.05
21/2/15,7:45,21.7,,149.368,37.342
21/2/15,8:00,21.9,92,152.908,38.227
21/2/15,8:15,22.2,,151.124,37.781
21/2/15,8:30,22.4,90,148.448,37.112
21/2/15,8:45,22.7,89,140.892,35.223
21/2/15,9:00,22.9,87,150.888,37.722
21/2/15,9:15,23,,154.724,38.681
21/2/15,9:30,23.5,84,154.704,38.676
21/2/15,9:45,23.8,,157.472,39.368
21/2/15,10:00,24,77,158.604,39.651
21/2/15,10:15,24.3,,165.82,41.455
21/2/15,10:30,24.6,73,172.076,43.019
21/2/15,10:45,24.3,,176.032,44.008
21/2/15,11:00,22.9,,182.008,45.502
21/2/15,11:15,22.5,,155.716,38.929
21/2/15,11:30,22.9,90,150.024,37.506
21/2/15,11:45,23.5,87,149.156,37.289
21/2/15,12:00,23.3,84,154.156,38.539
21/2/15,12:15,23.6,,157.832,39.458
21/2/15,12:30,24.3,78,168.328,42.082
21/2/15,12:45,24.4,78,173.5,43.375
21/2/15,13:00,24.4,80,189.9,47.475
21/2/15,13:15,24.5,,204.324,51.081
21/2/15,13:30,24.4,,186.996,46.749
21/2/15,13:45,24.7,,179.964,44.991
21/2/15,14:00,24.7,77,189.092,47.273
21/2/15,14:15,25,74,167.804,41.951
21/2/15,14:30,25.1,69,165.632,41.408
21/2/15,14:45,24.7,,158.172,39.543
21/2/15,15:00,24.6,75,163.384,40.846
21/2/15,15:15,24.7,,163.008,40.752
21/2/15,15:30,25.1,72,159.616,39.904
21/2/15,15:45,24.8,,155.328,38.832
21/2/15,16:00,24.7,74,152.884,38.221
21/2/15,16:15,25,,152.16,38.04
21/2/15,16:30,24.8,71,159.04,39.76
21/2/15,16:45,24.8,,167.952,41.988
21/2/15,17:00,24.8,67,163.64,40.91
21/2/15,17:15,24.6,,158.46,39.615
21/2/15,17:30,24.4,75,160.624,40.156
21/2/15,17:45,24.5,,154.408,38.602
21/2/15,18:00,24.4,77,154.312,38.578
21/2/15,18:15,24.3,78,149.592,37.398
21/2/15,18:30,24,80,156.584,39.146
21/2/15,18:45,23.5,,156.044,39.011
21/2/15,19:00,23.3,,159.316,39.829
21/2/15,19:15,23.3,84,148.096,37.024
21/2/15,19:30,23.3,84,154.748,38.687
21/2/15,19:45,23.3,,160.992,40.248
21/2/15,20:00,23.3,84,159,39.75
21/2/15,20:15,23.2,84,155.468,38.867
21/2/15,20:30,23.2,84,148.956,37.239
21/2/15,20:45,23.3,84,145.9,36.475
21/2/15,21:00,23.2,,138.324,34.581
21/2/15,21:15,23.3,,129.712,32.428
21/2/15,21:30,23.2,,128.252,32.063
