Date,LOCAL Time,Temperature (degrees Celsius),Humidity (%),kW Power (kW),kWh Power (kWh)
1/12/14,0:00,19.9,88,119.668,29.917
1/12/14,0:15,20,87,125.192,31.298
1/12/14,0:30,20,87,118.448,29.612
1/12/14,0:45,20,87,115.72,28.93
1/12/14,1:00,20,87,112.772,28.193
1/12/14,1:15,20,86,121.74,30.435
1/12/14,1:30,20.1,87,123.012,30.753
1/12/14,1:45,20,86,120.952,30.238
1/12/14,2:00,19.7,86,135.24,33.81
1/12/14,2:15,19.7,87,125.752,31.438
1/12/14,2:30,19.6,87,126.62,31.655
1/12/14,2:45,19.7,87,118.6,29.65
1/12/14,3:00,19.7,88,119.816,29.954
1/12/14,3:15,19.9,87,114.944,28.736
1/12/14,3:30,20.1,87,113.972,28.493
1/12/14,3:45,20.1,88,119.244,29.811
1/12/14,4:00,20.1,88,116.924,29.231
1/12/14,4:15,20.1,87,115.776,28.944
1/12/14,4:30,20.2,88,113.856,28.464
1/12/14,4:45,20.2,87,119.076,29.769
1/12/14,5:00,20.2,88,128.444,32.111
1/12/14,5:15,20.2,87,134.008,33.502
1/12/14,5:30,20.3,88,134.872,33.718
1/12/14,5:45,20.4,89,133.952,33.488
1/12/14,6:00,20.4,87,224.064,56.016
1/12/14,6:15,20.4,86,302.708,75.677
1/12/14,6:30,20.5,84,474.532,118.633
1/12/14,6:45,20.6,82,777.596,194.399
1/12/14,7:00,21,80,840.652,210.163
1/12/14,7:15,21.5,77,925.772,231.443
1/12/14,7:30,22,75,871.084,217.771
1/12/14,7:45,22.6,70,775.476,193.869
1/12/14,8:00,23.2,68,813.364,203.341
1/12/14,8:15,23.6,66,824.32,206.08
1/12/14,8:30,24.5,62,894.108,223.527
1/12/14,8:45,25.3,59,898.416,224.604
1/12/14,9:00,25.4,60,912.82,228.205
1/12/14,9:15,25.9,57,902.404,225.601
1/12/14,9:30,25.5,58,891.2,222.8
1/12/14,9:45,25.3,58,877.628,219.407
1/12/14,10:00,25.1,61,876.528,219.132
1/12/14,10:15,25.1,62,867.408,216.852
1/12/14,10:30,25.3,60,868.224,217.056
1/12/14,10:45,26,57,862.656,215.664
1/12/14,11:00,26.1,57,877.124,219.281
1/12/14,11:15,26.5,56,880.992,220.248
1/12/14,11:30,26.3,56,856.216,214.054
1/12/14,11:45,26.1,57,856.82,214.205
1/12/14,12:00,26,57,848.324,212.081
1/12/14,12:15,26.2,57,849.512,212.378
1/12/14,12:30,26.1,54,852.944,213.236
1/12/14,12:45,25.7,57,835.344,208.836
1/12/14,13:00,25.5,60,819.788,204.947
1/12/14,13:15,25.8,60,846.616,211.654
1/12/14,13:30,25.6,61,858.716,214.679
1/12/14,13:45,25.3,61,864.732,216.183
1/12/14,14:00,24.7,63,850.528,212.632
1/12/14,14:15,24.3,66,824.1,206.025
1/12/14,14:30,23.7,69,835.976,208.994
1/12/14,14:45,23.7,69,822.984,205.746
1/12/14,15:00,23.6,69,826.2,206.55
1/12/14,15:15,23.5,70,782.424,195.606
1/12/14,15:30,23.6,69,779.412,194.853
1/12/14,15:45,23.7,67,800.028,200.007
1/12/14,16:00,23.8,66,782.832,195.708
1/12/14,16:15,24.1,66,712.744,178.186
1/12/14,16:30,24.2,66,752.124,188.031
1/12/14,16:45,23.9,68,870.228,217.557
1/12/14,17:00,24.1,68,764.396,191.099
1/12/14,17:15,24.1,66,546.52,136.63
1/12/14,17:30,24.3,65,777.16,194.29
1/12/14,17:45,24.3,64,718.028,179.507
1/12/14,18:00,24.4,65,323.128,80.782
1/12/14,18:15,24.2,67,234.128,58.532
1/12/14,18:30,24,69,239.792,59.948
1/12/14,18:45,23.9,70,220.868,55.217
1/12/14,19:00,23.6,72,213.632,53.408
1/12/14,19:15,23.5,72,206.84,51.71
1/12/14,19:30,23.4,73,218.852,54.713
1/12/14,19:45,23.3,74,203.876,50.969
1/12/14,20:00,23.1,75,195.836,48.959
1/12/14,20:15,23.1,75,185.54,46.385
1/12/14,20:30,23.2,75,171.46,42.865
1/12/14,20:45,23.1,75,169.672,42.418
1/12/14,21:00,22.9,76,158.804,39.701
1/12/14,21:15,23,75,153.196,38.299
1/12/14,21:30,23.2,74,149.924,37.481
1/12/14,21:45,23.2,73,152.696,38.174
1/12/14,22:00,23.3,73,138.928,34.732
1/12/14,22:15,23.6,74,139.452,34.863
1/12/14,22:30,23.2,77,140.808,35.202
1/12/14,22:45,22.8,76,137.504,34.376
1/12/14,23:00,22.9,76,132.788,33.197
1/12/14,23:15,23.3,74,134.068,33.517
1/12/14,23:30,23.1,78,141.176,35.294
1/12/14,23:45,22.3,81,139.836,34.959
2/12/14,0:00,22.1,83,137.88,34.47
2/12/14,0:15,22.2,84,129.668,32.417
2/12/14,0:30,22.2,84,125.704,31.426
2/12/14,0:45,22.1,84,134.54,33.635
2/12/14,1:00,21.7,82,138.336,34.584
2/12/14,1:15,21.4,83,131.66,32.915
2/12/14,1:30,21.1,80,140.128,35.032
2/12/14,1:45,20.9,78,137.864,34.466
2/12/14,2:00,20.6,80,134.372,33.593
2/12/14,2:15,20.3,84,129.932,32.483
2/12/14,2:30,19.9,88,128.38,32.095
2/12/14,2:45,19.6,90,120.916,30.229
2/12/14,3:00,19.3,90,122.508,30.627
2/12/14,3:15,19.5,90,123.548,30.887
2/12/14,3:30,19.6,90,118.176,29.544
2/12/14,3:45,19.4,90,116.296,29.074
2/12/14,4:00,19.5,91,111.368,27.842
2/12/14,4:15,19.4,91,124.956,31.239
2/12/14,4:30,19.4,92,132.208,33.052
2/12/14,4:45,19.3,91,123.076,30.769
2/12/14,5:00,19.1,91,119.332,29.833
2/12/14,5:15,19.3,89,126.64,31.66
2/12/14,5:30,19.5,89,125.4,31.35
2/12/14,5:45,19.5,89,134.136,33.534
2/12/14,6:00,19.4,89,148.928,37.232
2/12/14,6:15,19.5,89,154.46,38.615
2/12/14,6:30,19.7,89,159.888,39.972
2/12/14,6:45,19.9,90,199.06,49.765
2/12/14,7:00,20,89,386.6,96.65
2/12/14,7:15,20.1,88,467.392,116.848
2/12/14,7:30,20.4,88,578.856,144.714
2/12/14,7:45,21.4,83,592.012,148.003
2/12/14,8:00,21.7,80,875.596,218.899
2/12/14,8:15,22.4,75,944.004,236.001
2/12/14,8:30,23.1,73,991.972,247.993
2/12/14,8:45,23.5,71,954.444,238.611
2/12/14,9:00,24.2,69,907.328,226.832
2/12/14,9:15,25.1,66,902.6,225.65
2/12/14,9:30,26,62,879.988,219.997
2/12/14,9:45,26.8,60,888.276,222.069
2/12/14,10:00,27.5,57,876.472,219.118
2/12/14,10:15,28.1,57,892.688,223.172
2/12/14,10:30,28.5,52,917.144,229.286
2/12/14,10:45,26.6,60,926.752,231.688
2/12/14,11:00,26.4,61,917.888,229.472
2/12/14,11:15,27.4,59,912.252,228.063
2/12/14,11:30,27.8,58,930.608,232.652
2/12/14,11:45,28.4,57,927.636,231.909
2/12/14,12:00,28,56,910.164,227.541
2/12/14,12:15,27.9,58,909.568,227.392
2/12/14,12:30,28,59,872.844,218.211
2/12/14,12:45,27.7,60,901.676,225.419
2/12/14,13:00,27,62,896.284,224.071
2/12/14,13:15,27,63,890.104,222.526
2/12/14,13:30,27.3,61,912.568,228.142
2/12/14,13:45,27.4,62,904.896,226.224
2/12/14,14:00,27.3,62,902.932,225.733
2/12/14,14:15,27.2,61,948.048,237.012
2/12/14,14:30,27.5,57,949.644,237.411
2/12/14,14:45,28,56,937.04,234.26
2/12/14,15:00,27.4,60,938.26,234.565
2/12/14,15:15,27.4,56,973.328,243.332
2/12/14,15:30,27.3,55,964.18,241.045
2/12/14,15:45,26.4,59,905.256,226.314
2/12/14,16:00,26.2,58,883.728,220.932
2/12/14,16:15,27.2,52,913.72,228.43
2/12/14,16:30,27.4,50,889.216,222.304
2/12/14,16:45,26.9,53,868.08,217.02
2/12/14,17:00,26.5,55,797.54,199.385
2/12/14,17:15,26.9,54,727.924,181.981
2/12/14,17:30,27.3,53,858.944,214.736
2/12/14,17:45,27.3,52,766.128,191.532
2/12/14,18:00,27,53,337.624,84.406
2/12/14,18:15,26.5,55,268.152,67.038
2/12/14,18:30,25.9,58,263.46,65.865
2/12/14,18:45,25.7,59,245.868,61.467
2/12/14,19:00,25.3,62,226.804,56.701
2/12/14,19:15,25.4,63,227.548,56.887
2/12/14,19:30,25.2,64,209.54,52.385
2/12/14,19:45,25,66,191.768,47.942
2/12/14,20:00,25.1,66,180.744,45.186
2/12/14,20:15,24.9,68,183.208,45.802
2/12/14,20:30,24.6,70,173.884,43.471
2/12/14,20:45,24.5,71,212.784,53.196
2/12/14,21:00,24.4,71,198.376,49.594
2/12/14,21:15,24.5,71,184.372,46.093
2/12/14,21:30,24.3,72,167.2,41.8
2/12/14,21:45,24.2,73,165.912,41.478
2/12/14,22:00,23.5,77,156.384,39.096
2/12/14,22:15,23.4,78,160.852,40.213
2/12/14,22:30,23.1,79,158,39.5
2/12/14,22:45,23.2,79,151.76,37.94
2/12/14,23:00,23.6,77,146.236,36.559
2/12/14,23:15,23.4,81,141.088,35.272
2/12/14,23:30,22.9,83,143.832,35.958
2/12/14,23:45,22.8,83,144.336,36.084
3/12/14,0:00,22.7,85,142.528,35.632
3/12/14,0:15,22.2,86,139.54,34.885
3/12/14,0:30,21.9,87,144.124,36.031
3/12/14,0:45,21.8,88,152.7,38.175
3/12/14,1:00,21.9,88,146.424,36.606
3/12/14,1:15,21.9,88,147.336,36.834
3/12/14,1:30,21.9,87,134.284,33.571
3/12/14,1:45,22,86,133.316,33.329
3/12/14,2:00,21.9,87,132.732,33.183
3/12/14,2:15,21.9,84,141.664,35.416
3/12/14,2:30,22,84,135.156,33.789
3/12/14,2:45,21.9,86,127.348,31.837
3/12/14,3:00,21.8,86,126.676,31.669
3/12/14,3:15,21.8,86,132.12,33.03
3/12/14,3:30,21.9,85,130.456,32.614
3/12/14,3:45,21.8,85,131.872,32.968
3/12/14,4:00,21.8,84,123.5,30.875
3/12/14,4:15,21.9,82,124.176,31.044
3/12/14,4:30,22,80,121.076,30.269
3/12/14,4:45,22.2,80,127.12,31.78
3/12/14,5:00,22,80,123.048,30.762
3/12/14,5:15,21.8,81,125.88,31.47
3/12/14,5:30,21.8,81,127.74,31.935
3/12/14,5:45,21.6,81,139.196,34.799
3/12/14,6:00,21.7,82,162.156,40.539
3/12/14,6:15,21.8,82,169.728,42.432
3/12/14,6:30,21.9,82,179.02,44.755
3/12/14,6:45,22.1,82,204.844,51.211
3/12/14,7:00,22.3,82,411.832,102.958
3/12/14,7:15,22.7,79,505.72,126.43
3/12/14,7:30,23.2,77,633.864,158.466
3/12/14,7:45,23.6,75,688.568,172.142
3/12/14,8:00,24,75,988.44,247.11
3/12/14,8:15,24.5,72,1248.508,312.127
3/12/14,8:30,24.9,69,1357.504,339.376
3/12/14,8:45,25.7,68,1076.732,269.183
3/12/14,9:00,26.5,63,1038.812,259.703
3/12/14,9:15,27.2,61,1018.012,254.503
3/12/14,9:30,28.5,56,1011.524,252.881
3/12/14,9:45,28.3,56,1001.076,250.269
3/12/14,10:00,28.7,55,1006.476,251.619
3/12/14,10:15,28.5,56,1025.248,256.312
3/12/14,10:30,28.7,55,1019.02,254.755
3/12/14,10:45,28.6,56,1029.044,257.261
3/12/14,11:00,28.1,59,1077.096,269.274
3/12/14,11:15,28.5,58,1048.504,262.126
3/12/14,11:30,28.6,57,982.848,245.712
3/12/14,11:45,28,58,1012.708,253.177
3/12/14,12:00,27.9,59,1045.02,261.255
3/12/14,12:15,28.3,57,1023.28,255.82
3/12/14,12:30,28.4,58,1004.628,251.157
3/12/14,12:45,28.3,57,944.088,236.022
3/12/14,13:00,28.4,57,958.056,239.514
3/12/14,13:15,27.9,58,954.944,238.736
3/12/14,13:30,27.4,60,970.036,242.509
3/12/14,13:45,27.4,60,951.112,237.778
3/12/14,14:00,27.4,61,968.94,242.235
3/12/14,14:15,27.6,59,975.712,243.928
3/12/14,14:30,27.9,57,994.384,248.596
3/12/14,14:45,28.4,55,1001.16,250.29
3/12/14,15:00,28.1,57,1002.144,250.536
3/12/14,15:15,26.9,62,989.124,247.281
3/12/14,15:30,26,65,955.992,238.998
3/12/14,15:45,25.7,67,943.908,235.977
3/12/14,16:00,25.2,69,883.652,220.913
3/12/14,16:15,25,70,974.2,243.55
3/12/14,16:30,24.8,70,848.432,212.108
3/12/14,16:45,24.4,74,812.204,203.051
3/12/14,17:00,24.1,75,788.812,197.203
3/12/14,17:15,24.3,75,809.292,202.323
3/12/14,17:30,24.2,77,830.832,207.708
3/12/14,17:45,23.5,80,718.34,179.585
3/12/14,18:00,21.1,88,370.548,92.637
3/12/14,18:15,20.4,88,301.78,75.445
3/12/14,18:30,20.4,89,286.012,71.503
3/12/14,18:45,20.8,89,283.36,70.84
3/12/14,19:00,21,86,258.04,64.51
3/12/14,19:15,21.5,87,236.004,59.001
3/12/14,19:30,21.5,86,227.324,56.831
3/12/14,19:45,21.2,88,225.316,56.329
3/12/14,20:00,20.9,89,229.272,57.318
3/12/14,20:15,21,89,217.088,54.272
3/12/14,20:30,21.1,90,219.076,54.769
3/12/14,20:45,21,90,220.16,55.04
3/12/14,21:00,20.9,90,209.28,52.32
3/12/14,21:15,20.9,91,196.104,49.026
3/12/14,21:30,21,91,194.256,48.564
3/12/14,21:45,21,91,191.772,47.943
3/12/14,22:00,21.1,91,180.62,45.155
3/12/14,22:15,20.9,91,179.26,44.815
3/12/14,22:30,20.9,90,170.148,42.537
3/12/14,22:45,21,89,169.64,42.41
3/12/14,23:00,21,89,181.412,45.353
3/12/14,23:15,21.1,90,175.852,43.963
3/12/14,23:30,21,90,168.084,42.021
3/12/14,23:45,21,90,163.544,40.886
4/12/14,0:00,21,89,167.264,41.816
4/12/14,0:15,21,89,166.58,41.645
4/12/14,0:30,21,89,175.404,43.851
4/12/14,0:45,20.9,88,166.468,41.617
4/12/14,1:00,20.7,88,160.336,40.084
4/12/14,1:15,20.7,89,159.22,39.805
4/12/14,1:30,20.6,89,155.564,38.891
4/12/14,1:45,20.6,89,155.98,38.995
4/12/14,2:00,20.6,89,156.876,39.219
4/12/14,2:15,20.6,90,157.724,39.431
4/12/14,2:30,20.6,90,165.36,41.34
4/12/14,2:45,20.5,90,172.824,43.206
4/12/14,3:00,20.4,90,168.088,42.022
4/12/14,3:15,20.4,90,157.828,39.457
4/12/14,3:30,20.3,90,174.048,43.512
4/12/14,3:45,20.3,90,164.368,41.092
4/12/14,4:00,20.4,90,161.748,40.437
4/12/14,4:15,20.7,90,158.344,39.586
4/12/14,4:30,20.7,89,155.704,38.926
4/12/14,4:45,20.7,89,154.428,38.607
4/12/14,5:00,20.6,88,158.48,39.62
4/12/14,5:15,20.7,89,153.8,38.45
4/12/14,5:30,20.8,89,160.324,40.081
4/12/14,5:45,20.8,88,162.24,40.56
4/12/14,6:00,20.7,87,159.784,39.946
4/12/14,6:15,20.6,87,150.2,37.55
4/12/14,6:30,20.7,88,175.208,43.802
4/12/14,6:45,20.8,88,207.288,51.822
4/12/14,7:00,20.9,88,393.588,98.397
4/12/14,7:15,21.1,87,485.512,121.378
4/12/14,7:30,21.2,87,585.652,146.413
4/12/14,7:45,21.3,87,694.112,173.528
4/12/14,8:00,21.4,85,915.452,228.863
4/12/14,8:15,21.8,83,909.392,227.348
4/12/14,8:30,22.5,80,1059.364,264.841
4/12/14,8:45,22.7,80,939.808,234.952
4/12/14,9:00,22.7,80,853.708,213.427
4/12/14,9:15,22.8,80,853.42,213.355
4/12/14,9:30,23.2,79,759.692,189.923
4/12/14,9:45,23.5,79,806.1,201.525
4/12/14,10:00,24,75,852.752,213.188
4/12/14,10:15,24.7,73,861.292,215.323
4/12/14,10:30,25.1,71,915.06,228.765
4/12/14,10:45,25.5,68,917.024,229.256
4/12/14,11:00,25.8,68,900.764,225.191
4/12/14,11:15,25.8,66,878.628,219.657
4/12/14,11:30,26.3,68,875.9,218.975
4/12/14,11:45,26.7,66,894.304,223.576
4/12/14,12:00,26.4,69,861.896,215.474
4/12/14,12:15,26.6,68,861.448,215.362
4/12/14,12:30,26.6,68,923.436,230.859
4/12/14,12:45,25.8,71,935.784,233.946
4/12/14,13:00,25.7,73,899.88,224.97
4/12/14,13:15,26.2,71,1061.792,265.448
4/12/14,13:30,25.9,72,879.596,219.899
4/12/14,13:45,25.6,73,830.792,207.698
4/12/14,14:00,25.7,73,937.628,234.407
4/12/14,14:15,25.9,71,945.684,236.421
4/12/14,14:30,25.8,72,1048.132,262.033
4/12/14,14:45,25.2,74,1091.756,272.939
4/12/14,15:00,25.5,73,833.296,208.324
4/12/14,15:15,25.7,72,887.496,221.874
4/12/14,15:30,25.5,73,950.752,237.688
4/12/14,15:45,25.7,72,972.136,243.034
4/12/14,16:00,26,71,1013.592,253.398
4/12/14,16:15,26.4,69,898.088,224.522
4/12/14,16:30,26.3,71,923.36,230.84
4/12/14,16:45,26,71,923.076,230.769
4/12/14,17:00,26.2,71,923.792,230.948
4/12/14,17:15,26.2,71,909.14,227.285
4/12/14,17:30,26.2,71,800.568,200.142
4/12/14,17:45,25.5,73,754.688,188.672
4/12/14,18:00,25.3,74,374.296,93.574
4/12/14,18:15,24.9,75,314.348,78.587
4/12/14,18:30,25.3,74,323.904,80.976
4/12/14,18:45,25.3,75,326.964,81.741
4/12/14,19:00,25.3,74,311.44,77.86
4/12/14,19:15,25.4,74,314.748,78.687
4/12/14,19:30,25.1,76,449.948,112.487
4/12/14,19:45,24.6,77,492.364,123.091
4/12/14,20:00,24.6,77,343.712,85.928
4/12/14,20:15,24.2,79,264.644,66.161
4/12/14,20:30,24,79,267.468,66.867
4/12/14,20:45,23.9,80,255.24,63.81
4/12/14,21:00,24.1,79,248.504,62.126
4/12/14,21:15,24.3,78,260.492,65.123
4/12/14,21:30,24.3,79,247.864,61.966
4/12/14,21:45,24.4,78,247.152,61.788
4/12/14,22:00,24.5,78,240.56,60.14
4/12/14,22:15,24.4,79,237.04,59.26
4/12/14,22:30,24.1,81,240.752,60.188
4/12/14,22:45,22.7,83,230.416,57.604
4/12/14,23:00,22,84,234.112,58.528
4/12/14,23:15,21.5,89,238.744,59.686
4/12/14,23:30,20.9,89,243.2,60.8
4/12/14,23:45,20.5,89,247.212,61.803
5/12/14,0:00,20.1,86,233.204,58.301
5/12/14,0:15,20,87,213.468,53.367
5/12/14,0:30,19.9,88,213.72,53.43
5/12/14,0:45,19.7,87,215.568,53.892
5/12/14,1:00,19.8,89,221.772,55.443
5/12/14,1:15,19.8,88,223.048,55.762
5/12/14,1:30,19.8,88,225.128,56.282
5/12/14,1:45,20.1,86,211.332,52.833
5/12/14,2:00,20.1,86,206.228,51.557
5/12/14,2:15,20.3,85,195.424,48.856
5/12/14,2:30,20.3,86,194.6,48.65
5/12/14,2:45,20.2,87,186.844,46.711
5/12/14,3:00,20.2,86,185.272,46.318
5/12/14,3:15,20.2,86,180.032,45.008
5/12/14,3:30,20.1,86,176.332,44.083
5/12/14,3:45,20,85,170.924,42.731
5/12/14,4:00,20.1,85,164.68,41.17
5/12/14,4:15,20.1,85,163.472,40.868
5/12/14,4:30,20.3,83,159,39.75
5/12/14,4:45,20.4,84,157.112,39.278
5/12/14,5:00,20.3,84,161.752,40.438
5/12/14,5:15,20.2,84,157.288,39.322
5/12/14,5:30,20.1,84,161.48,40.37
5/12/14,5:45,20.2,84,168.336,42.084
5/12/14,6:00,20.1,84,168.104,42.026
5/12/14,6:15,20.1,85,156.212,39.053
5/12/14,6:30,20.1,85,165.848,41.462
5/12/14,6:45,20.3,85,184.5,46.125
5/12/14,7:00,20.5,84,396.572,99.143
5/12/14,7:15,20.8,84,494.076,123.519
5/12/14,7:30,21,84,617.248,154.312
5/12/14,7:45,21.2,84,697.472,174.368
5/12/14,8:00,21.5,83,891.136,222.784
5/12/14,8:15,22.4,79,896.864,224.216
5/12/14,8:30,23.6,72,1014.552,253.638
5/12/14,8:45,24.2,64,1052.956,263.239
5/12/14,9:00,24.1,65,843.244,210.811
5/12/14,9:15,24,67,852.488,213.122
5/12/14,9:30,24,68,852.576,213.144
5/12/14,9:45,24.2,61,896.188,224.047
5/12/14,10:00,24.5,70,771.556,192.889
5/12/14,10:15,24.9,68,857.52,214.38
5/12/14,10:30,25.4,66,858.572,214.643
5/12/14,10:45,25.4,65,910.536,227.634
5/12/14,11:00,25.8,64,997.308,249.327
5/12/14,11:15,25.9,65,813.128,203.282
5/12/14,11:30,25.4,65,910.152,227.538
5/12/14,11:45,25.6,65,893.312,223.328
5/12/14,12:00,25.6,65,1002.34,250.585
5/12/14,12:15,26,62,888.444,222.111
5/12/14,12:30,26.3,62,771.2,192.8
5/12/14,12:45,26.1,63,876.604,219.151
5/12/14,13:00,26.3,60,879.776,219.944
5/12/14,13:15,26.2,60,855.648,213.912
5/12/14,13:30,26.2,61,918.192,229.548
5/12/14,13:45,26.1,66,736.236,184.059
5/12/14,14:00,26.7,60,836.292,209.073
5/12/14,14:15,26.2,60,878.036,219.509
5/12/14,14:30,25.4,65,843.224,210.806
5/12/14,14:45,26.4,59,828.136,207.034
5/12/14,15:00,26.3,58,823.868,205.967
5/12/14,15:15,26.6,57,846.184,211.546
5/12/14,15:30,26.3,59,869.648,217.412
5/12/14,15:45,25.9,62,867.992,216.998
5/12/14,16:00,25.3,66,862.464,215.616
5/12/14,16:15,24.9,66,769,192.25
5/12/14,16:30,24.6,71,717.372,179.343
5/12/14,16:45,24.2,69,855.36,213.84
5/12/14,17:00,24.1,61,750.272,187.568
5/12/14,17:15,21.9,72,726.992,181.748
5/12/14,17:30,21.6,75,654.764,163.691
5/12/14,17:45,21.7,73,615.212,153.803
5/12/14,18:00,22,68,481.952,120.488
5/12/14,18:15,22.4,69,424.724,106.181
5/12/14,18:30,22.3,61,446.04,111.51
5/12/14,18:45,22.6,59,443.444,110.861
5/12/14,19:00,22.9,62,432.496,108.124
5/12/14,19:15,22.6,59,496.672,124.168
5/12/14,19:30,22.6,58,485.804,121.451
5/12/14,19:45,22.4,59,415.608,103.902
5/12/14,20:00,22.1,67,268.536,67.134
5/12/14,20:15,22.1,71,185.688,46.422
5/12/14,20:30,21.9,70,179.288,44.822
5/12/14,20:45,22,71,197.624,49.406
5/12/14,21:00,22,70,201.996,50.499
5/12/14,21:15,22.1,70,185.688,46.422
5/12/14,21:30,22.2,72,174.892,43.723
5/12/14,21:45,22.1,73,164.128,41.032
5/12/14,22:00,22.2,74,160.488,40.122
5/12/14,22:15,22.4,78,163.72,40.93
5/12/14,22:30,22.6,80,163.304,40.826
5/12/14,22:45,22.5,80,162.428,40.607
5/12/14,23:00,22.3,80,157.08,39.27
5/12/14,23:15,22.3,80,167.576,41.894
5/12/14,23:30,22.4,82,164.72,41.18
5/12/14,23:45,21.9,80,159.476,39.869
6/12/14,0:00,21.6,80,155.276,38.819
6/12/14,0:15,21.4,79,160.58,40.145
6/12/14,0:30,21.9,75,160.828,40.207
6/12/14,0:45,21.9,75,159.712,39.928
6/12/14,1:00,21.9,75,154.96,38.74
6/12/14,1:15,21.7,75,152.58,38.145
6/12/14,1:30,21.6,75,154.312,38.578
6/12/14,1:45,21.4,76,154.244,38.561
6/12/14,2:00,21.3,77,155.596,38.899
6/12/14,2:15,21.1,79,153.696,38.424
6/12/14,2:30,20.9,80,160.732,40.183
6/12/14,2:45,20.8,80,165.328,41.332
6/12/14,3:00,20.7,80,166.296,41.574
6/12/14,3:15,20.6,81,162.3,40.575
6/12/14,3:30,20.6,82,156.668,39.167
6/12/14,3:45,20.7,82,153.528,38.382
6/12/14,4:00,20.5,82,149.784,37.446
6/12/14,4:15,20.5,83,151.588,37.897
6/12/14,4:30,20.5,83,144.044,36.011
6/12/14,4:45,20.5,83,154.5,38.625
6/12/14,5:00,20.6,82,150.156,37.539
6/12/14,5:15,20.8,84,153.032,38.258
6/12/14,5:30,20.9,84,147.228,36.807
6/12/14,5:45,21,85,156.592,39.148
6/12/14,6:00,21,86,169.444,42.361
6/12/14,6:15,21,87,164.512,41.128
6/12/14,6:30,21.1,87,162.688,40.672
6/12/14,6:45,21.2,87,171.348,42.837
6/12/14,7:00,21.6,87,208.092,52.023
6/12/14,7:15,21.9,85,253.632,63.408
6/12/14,7:30,22.1,85,329.696,82.424
6/12/14,7:45,22.3,84,418.512,104.628
6/12/14,8:00,22.7,82,441.608,110.402
6/12/14,8:15,23.4,76,363.328,90.832
6/12/14,8:30,23.4,74,345.256,86.314
6/12/14,8:45,23.7,70,315.76,78.94
6/12/14,9:00,23.6,68,238.4,59.6
6/12/14,9:15,24.5,64,227.932,56.983
6/12/14,9:30,24.9,62,254.328,63.582
6/12/14,9:45,25,58,326.072,81.518
6/12/14,10:00,25.1,52,379.184,94.796
6/12/14,10:15,25.6,49,397.304,99.326
6/12/14,10:30,25.6,53,248.94,62.235
6/12/14,10:45,25.8,51,220.832,55.208
6/12/14,11:00,25.9,51,235.364,58.841
6/12/14,11:15,26.1,49,318.812,79.703
6/12/14,11:30,25.8,52,369.188,92.297
6/12/14,11:45,26,53,305.276,76.319
6/12/14,12:00,26,53,225.236,56.309
6/12/14,12:15,25.5,56,221.936,55.484
6/12/14,12:30,25.6,57,292.012,73.003
6/12/14,12:45,25.5,56,341.156,85.289
6/12/14,13:00,25.4,57,295.988,73.997
6/12/14,13:15,25.5,56,191.748,47.937
6/12/14,13:30,26.2,53,187.968,46.992
6/12/14,13:45,25.9,53,190.416,47.604
6/12/14,14:00,25.8,57,197.46,49.365
6/12/14,14:15,25.5,59,205.272,51.318
6/12/14,14:30,25.4,61,188.728,47.182
6/12/14,14:45,25.6,61,191.676,47.919
6/12/14,15:00,25.6,61,182.06,45.515
6/12/14,15:15,25.2,64,192.016,48.004
6/12/14,15:30,24.7,67,188.816,47.204
6/12/14,15:45,24.5,67,177.632,44.408
6/12/14,16:00,24.6,68,173.176,43.294
6/12/14,16:15,24.2,71,173.744,43.436
6/12/14,16:30,23.6,73,170.768,42.692
6/12/14,16:45,23.4,74,179.692,44.923
6/12/14,17:00,23.3,73,178.404,44.601
6/12/14,17:15,23.2,76,174.288,43.572
6/12/14,17:30,22.9,75,176.664,44.166
6/12/14,17:45,21.6,83,178.8,44.7
6/12/14,18:00,21.1,84,172.42,43.105
6/12/14,18:15,20.9,86,168.236,42.059
6/12/14,18:30,21,87,176.824,44.206
6/12/14,18:45,20.9,87,178.736,44.684
6/12/14,19:00,20.8,87,161.804,40.451
6/12/14,19:15,20.8,87,159.7,39.925
6/12/14,19:30,20.5,86,160.02,40.005
6/12/14,19:45,20.6,86,164.44,41.11
6/12/14,20:00,21,90,165.416,41.354
6/12/14,20:15,21.1,89,157.264,39.316
6/12/14,20:30,21,89,148.708,37.177
6/12/14,20:45,21,89,154.444,38.611
6/12/14,21:00,20.9,89,158.512,39.628
6/12/14,21:15,20.7,90,157.192,39.298
6/12/14,21:30,20.6,90,151.968,37.992
6/12/14,21:45,20.5,91,153.956,38.489
6/12/14,22:00,20.4,90,155.22,38.805
6/12/14,22:15,20,90,159.364,39.841
6/12/14,22:30,20,91,154.276,38.569
6/12/14,22:45,19.8,91,152.808,38.202
6/12/14,23:00,19.7,91,156.96,39.24
6/12/14,23:15,19.6,91,160.496,40.124
6/12/14,23:30,19.7,91,159.316,39.829
6/12/14,23:45,19.5,91,150.152,37.538
7/12/14,0:00,19.5,91,144.132,36.033
7/12/14,0:15,19.5,92,147.848,36.962
7/12/14,0:30,19.4,91,154.704,38.676
7/12/14,0:45,19.3,91,158.716,39.679
7/12/14,1:00,19.2,91,154.956,38.739
7/12/14,1:15,19.2,91,156.372,39.093
7/12/14,1:30,19.2,91,159.624,39.906
7/12/14,1:45,19.2,91,167.34,41.835
7/12/14,2:00,19.1,91,158.228,39.557
